,frog,bird,dog,car,step,murmullo
5622,"[[108 0.5 -142]
 [172 0.5 -98]
 [160 0.5 -78]
 [100 0.5 -138]]","[[113 8.5 -140]
 [83 8.5 -76]
 [156 8.5 -90]]",[],[],[],[]
5623,"[[162 0.5 -153]
 [161 0.5 -115]
 [168 0.5 -121]
 [110 0.5 -149]]","[[123 8.5 -83]
 [99 8.5 -122]
 [224 8.5 -41]]",[],[],[],[[37 1.5 -36]]
5624,"[[139 0.5 -138]
 [101 0.5 -165]
 [80 0.5 -87]]","[[122 0.5 -111]
 [107 0.5 -165]
 [82 0.5 -106]
 [49 0.5 -192]]","[[199 0.5 -33]
 [239 0.5 -7]]",[],[],[]
5625,"[[109 0.5 -142]
 [107 0.5 -100]]","[[109 13.5 -108]
 [121 13.5 -145]
 [108 13.5 -107]
 [32 13.5 -25]]",[],[],[],[]
5626,"[[97 0.5 -172]
 [163 0.5 -120]
 [141 0.5 -151]]",[[146 2.5 -113]],[[2 0.5 -227]],[],[],[]
5627,"[[127 0.5 -158]
 [164 0.5 -168]
 [80 0.5 -143]
 [78 0.5 -80]]","[[150 8.5 -134]
 [162 8.5 -133]
 [182 8.5 -221]]",[[20 0.5 -6]],[],[],[]
5628,"[[152 0.5 -112]
 [87 0.5 -119]]","[[85 1.5 -158]
 [150 1.5 -132]]",[[20 0.5 -4]],[],[],[]
5629,"[[149 0.5 -84]
 [161 0.5 -76]
 [167 0.5 -92]
 [171 0.5 -164]]","[[171 12.5 -140]
 [99 12.5 -166]
 [197 12.5 -50]]",[],[[232 1.0 -234]],[],[]
5630,"[[153 0.5 -142]
 [152 0.5 -108]]","[[147 4.5 -157]
 [164 4.5 -110]
 [194 4.5 -62]]",[],[],[],[]
5631,"[[105 0.5 -122]
 [167 0.5 -172]
 [117 0.5 -92]
 [169 0.5 -156]]","[[159 3.5 -147]
 [27 3.5 -185]]",[],[],[],[]
5632,"[[92 0.5 -85]
 [106 0.5 -109]
 [120 0.5 -151]
 [168 0.5 -159]]","[[160 11.5 -110]
 [138 11.5 -81]
 [26 11.5 -206]
 [227 11.5 -17]]",[],[],[],[]
5633,"[[117 0.5 -131]
 [120 0.5 -106]
 [149 0.5 -130]
 [116 0.5 -144]]","[[83 1.5 -141]
 [164 1.5 -155]
 [62 1.5 -177]]",[[193 0.5 -25]],[],[],[[6 1.5 -246]]
5634,"[[77 0.5 -103]
 [132 0.5 -139]
 [182 0.5 -46]]","[[78 2.5 -108]
 [139 2.5 -147]
 [224 2.5 -208]]",[[227 0.5 -241]],[],[[10 0.5 -8]],[]
5635,"[[118 0.5 -145]
 [128 0.5 -87]
 [164 0.5 -104]]",[[134 7.5 -97]],[],[],[],[]
5636,"[[135 0.5 -154]
 [156 0.5 -110]]","[[79 5.5 -140]
 [128 5.5 -87]
 [114 5.5 -106]]",[],[],[],[[243 1.5 -231]]
5637,"[[143 0.5 -97]
 [147 0.5 -146]]","[[155 2.5 -103]
 [118 2.5 -85]]",[],[],[[42 0.5 -181]],[]
5638,"[[123 0.5 -88]
 [94 0.5 -107]
 [80 0.5 -109]
 [148 0.5 -97]]","[[117 13.5 -97]
 [99 13.5 -105]]",[[218 0.5 -33]],[],[],[]
5639,"[[148 0.5 -86]
 [83 0.5 -80]]","[[169 11.5 -97]
 [116 11.5 -114]]",[[214 0.5 -182]],[],[],[]
5640,"[[83 0.5 -78]
 [90 0.5 -169]
 [75 0.5 -141]
 [140 0.5 -115]]","[[116 5.5 -84]
 [198 5.5 -41]]",[],[],[],[]
5641,"[[144 0.5 -88]
 [132 0.5 -121]
 [155 0.5 -162]]","[[119 5.5 -78]
 [143 5.5 -134]
 [153 5.5 -120]
 [183 5.5 -56]]",[],[],[],[]
5642,"[[94 0.5 -140]
 [92 0.5 -141]
 [165 0.5 -137]]","[[120 3.5 -100]
 [104 3.5 -123]]",[],[],[],[]
5643,"[[89 0.5 -155]
 [123 0.5 -131]
 [150 0.5 -162]]","[[111 10.5 -108]
 [177 10.5 -203]]",[[227 0.5 -227]],[[11 1.0 -13]],[],[]
5644,"[[83 0.5 -117]
 [78 0.5 -99]]","[[149 19.5 -167]
 [157 19.5 -146]
 [92 19.5 -145]]",[],[],[],[[70 1.5 -66]]
5645,"[[169 0.5 -168]
 [154 0.5 -96]]","[[135 4.5 -119]
 [182 4.5 -42]]",[],[],[[12 0.5 -10]],[[248 1.5 -6]]
5646,"[[164 0.5 -158]
 [135 0.5 -83]
 [108 0.5 -78]]","[[168 2.5 -78]
 [47 2.5 -211]]",[],[[5 1.0 -17]],[],[]
5647,"[[154 0.5 -81]
 [119 0.5 -87]
 [172 0.5 -154]
 [219 0.5 -46]]","[[154 1.5 -89]
 [54 1.5 -50]]",[],[],[],[]
5648,"[[159 0.5 -138]
 [136 0.5 -164]
 [151 0.5 -107]]","[[140 13.5 -152]
 [172 13.5 -93]
 [204 13.5 -36]]",[[243 0.5 -249]],[],[],[]
5649,"[[117 0.5 -172]
 [122 0.5 -101]
 [112 0.5 -101]]","[[122 19.5 -144]
 [168 19.5 -119]
 [46 19.5 -188]]",[],[],[],[]
5650,"[[146 0.5 -79]
 [140 0.5 -103]]","[[162 2.5 -164]
 [144 2.5 -150]
 [110 2.5 -166]]",[],[],[],[]
5651,"[[154 0.5 -88]
 [172 0.5 -103]]","[[111 19.5 -118]
 [219 19.5 -195]]",[[247 0.5 -248]],[],[[1 0.5 -244]],[]
5652,"[[136 0.5 -82]
 [152 0.5 -100]
 [89 0.5 -129]
 [171 0.5 -135]]",[[122 17.5 -112]],[],[],[],[]
5653,"[[172 0.5 -103]
 [142 0.5 -87]
 [130 0.5 -91]]","[[121 7.5 -90]
 [23 7.5 -231]]",[[0 0.5 -5]],[],[],[]
5654,"[[104 0.5 -154]
 [91 0.5 -121]]","[[170 11.5 -112]
 [77 11.5 -172]]",[[244 0.5 -232]],[],[],[]
5655,"[[104 0.5 -106]
 [78 0.5 -78]
 [103 0.5 -133]]","[[121 12.5 -120]
 [95 12.5 -131]
 [53 12.5 -214]]",[],[],[],[]
5656,"[[151 0.5 -168]
 [146 0.5 -130]
 [115 0.5 -163]
 [93 0.5 -113]]","[[170 10.5 -92]
 [76 10.5 -121]
 [97 10.5 -93]]",[],[],[],[]
5657,"[[93 0.5 -162]
 [76 0.5 -120]]","[[78 18.5 -167]
 [45 18.5 -198]]",[],[],[[199 0.5 -55]],[]
5658,"[[141 0.5 -116]
 [87 0.5 -89]]","[[165 10.5 -158]
 [222 10.5 -220]]",[],[],"[[33 0.5 -181]
 [23 0.5 -16]]",[[241 1.5 -1]]
5659,"[[82 0.5 -103]
 [138 0.5 -96]
 [119 0.5 -89]]","[[143 12.5 -144]
 [75 12.5 -172]
 [123 12.5 -129]]",[],[],[],[[211 1.5 -72]]
5660,"[[93 0.5 -87]
 [104 0.5 -117]
 [136 0.5 -120]
 [123 0.5 -113]]",[[118 14.5 -109]],[],[],[],[]
5661,"[[93 0.5 -170]
 [85 0.5 -122]]","[[79 5.5 -133]
 [153 5.5 -129]
 [246 5.5 -12]]",[[5 0.5 -230]],[],[],[[199 1.5 -209]]
5662,"[[147 0.5 -145]
 [107 0.5 -83]
 [149 0.5 -146]
 [141 0.5 -133]]",[[79 9.5 -154]],[],[],[],[]
5663,"[[146 0.5 -80]
 [151 0.5 -100]
 [172 0.5 -147]
 [50 0.5 -27]]","[[105 15.5 -119]
 [64 15.5 -193]]",[],[],[],[]
5664,"[[127 0.5 -151]
 [143 0.5 -121]
 [50 0.5 -200]]","[[93 5.5 -139]
 [181 5.5 -34]]",[[12 0.5 -237]],[],[],[]
5665,"[[141 0.5 -151]
 [90 0.5 -154]
 [116 0.5 -96]]","[[89 9.5 -79]
 [89 9.5 -133]
 [217 9.5 -210]]",[],[],[],[]
5666,"[[169 0.5 -102]
 [154 0.5 -154]]","[[159 19.5 -116]
 [68 19.5 -56]]",[],[],[],[]
5667,"[[172 0.5 -87]
 [103 0.5 -107]]","[[170 0.5 -165]
 [99 0.5 -106]]",[],[],[[179 0.5 -55]],[]
5668,"[[84 0.5 -145]
 [87 0.5 -171]
 [117 0.5 -158]
 [171 0.5 -98]
 [46 0.5 -42]]","[[138 4.5 -155]
 [108 4.5 -136]
 [82 4.5 -159]]",[],[],[],[]
5669,"[[127 0.5 -91]
 [148 0.5 -145]]","[[153 9.5 -111]
 [140 9.5 -75]
 [31 9.5 -40]
 [17 9.5 -11]]",[[3 0.5 -17]],[],[],[]
5670,"[[105 0.5 -122]
 [109 0.5 -88]]",[[150 19.5 -102]],"[[60 0.5 -177]
 [242 0.5 -13]]",[],[],[]
5671,"[[153 0.5 -153]
 [173 0.5 -114]
 [161 0.5 -173]
 [92 0.5 -165]
 [197 0.5 -215]]",[[86 0.5 -165]],[[236 0.5 -246]],[],[],[[2 1.5 -247]]
5672,"[[155 0.5 -127]
 [106 0.5 -163]]","[[93 12.5 -92]
 [42 12.5 -65]]",[[23 0.5 -227]],[],[],[]
5673,"[[148 0.5 -171]
 [104 0.5 -146]]","[[88 10.5 -111]
 [171 10.5 -158]
 [172 10.5 -91]]",[],[],[],[]
5674,"[[85 0.5 -155]
 [85 0.5 -127]]","[[113 4.5 -159]
 [152 4.5 -151]]",[],[],[],[]
5675,"[[104 0.5 -101]
 [96 0.5 -112]
 [121 0.5 -159]]","[[132 16.5 -121]
 [38 16.5 -220]]",[],[],[],[[241 1.5 -248]]
5676,"[[155 0.5 -134]
 [160 0.5 -173]
 [109 0.5 -75]
 [146 0.5 -164]]","[[139 19.5 -118]
 [127 19.5 -83]
 [141 19.5 -168]
 [203 19.5 -70]]",[[243 0.5 -228]],[[17 1.0 -2]],[],[]
5677,"[[77 0.5 -113]
 [141 0.5 -140]
 [107 0.5 -95]
 [162 0.5 -110]]","[[141 5.5 -123]
 [119 5.5 -122]
 [165 5.5 -97]
 [214 5.5 -187]]",[[247 0.5 -236]],[],[[32 0.5 -181]],[]
5678,"[[148 0.5 -110]
 [87 0.5 -76]
 [141 0.5 -80]]",[[137 11.5 -85]],[],[],[],[]
5679,"[[140 0.5 -104]
 [122 0.5 -94]
 [91 0.5 -158]]","[[117 6.5 -143]
 [127 6.5 -105]
 [217 6.5 -206]]",[[231 0.5 -246]],[],[],[]
5680,"[[106 0.5 -169]
 [111 0.5 -147]
 [80 0.5 -106]]",[[121 11.5 -139]],[[15 0.5 -245]],[],[],[]
5681,"[[168 0.5 -152]
 [108 0.5 -109]
 [195 0.5 -200]]","[[170 5.5 -109]
 [78 5.5 -136]
 [80 5.5 -161]]",[],[[3 1.0 -233]],[],[]
5682,"[[134 0.5 -122]
 [137 0.5 -174]
 [97 0.5 -163]
 [102 0.5 -95]]","[[144 6.5 -157]
 [127 6.5 -148]
 [188 6.5 -224]
 [14 6.5 0]]",[[233 0.5 -21]],[],[],[]
5683,"[[107 0.5 -157]
 [142 0.5 -149]
 [119 0.5 -112]]","[[76 9.5 -150]
 [141 9.5 -163]
 [84 9.5 -117]]",[[212 0.5 -41]],[],[[228 0.5 0]],[[71 1.5 -199]]
5684,"[[174 0.5 -100]
 [160 0.5 -121]]","[[157 2.5 -128]
 [91 2.5 -135]]",[],[],[],[]
5685,"[[106 0.5 -116]
 [94 0.5 -117]
 [103 0.5 -174]]","[[77 13.5 -132]
 [135 13.5 -133]
 [170 13.5 -174]]",[],[],[],[]
5686,"[[82 0.5 -137]
 [135 0.5 -166]]","[[88 0.5 -93]
 [96 0.5 -78]
 [119 0.5 -102]
 [30 0.5 -184]]",[],[],[],[]
5687,"[[152 0.5 -165]
 [101 0.5 -158]
 [149 0.5 -97]]","[[152 16.5 -150]
 [117 16.5 -136]]",[],[],[],[]
5688,"[[80 0.5 -103]
 [155 0.5 -170]]",[[107 3.5 -92]],[],[[232 1.0 -24]],[],[]
5689,"[[157 0.5 -129]
 [119 0.5 -101]]","[[87 11.5 -106]
 [184 11.5 -219]]",[[24 0.5 -234]],[[16 1.0 -18]],[],[]
5690,"[[83 0.5 -149]
 [115 0.5 -150]]","[[82 6.5 -130]
 [102 6.5 -80]
 [116 6.5 -155]]",[],[],[],[]
5691,"[[93 0.5 -133]
 [89 0.5 -146]]","[[158 0.5 -149]
 [131 0.5 -92]
 [85 0.5 -118]
 [29 0.5 -205]]",[],[],[],"[[196 1.5 -70]
 [236 1.5 -15]]"
5692,"[[172 0.5 -83]
 [114 0.5 -149]
 [98 0.5 -94]]","[[84 19.5 -108]
 [138 19.5 -119]
 [33 19.5 -60]]",[],[],[],[[69 1.5 -216]]
5693,"[[166 0.5 -84]
 [92 0.5 -150]
 [127 0.5 -105]]","[[84 17.5 -116]
 [122 17.5 -75]
 [220 17.5 -58]]",[],[],[],[]
5694,"[[172 0.5 -122]
 [165 0.5 -101]]","[[167 19.5 -146]
 [103 19.5 -123]
 [177 19.5 -67]]",[[236 0.5 -23]],[],[],[]
5695,"[[119 0.5 -75]
 [137 0.5 -120]]","[[169 7.5 -147]
 [97 7.5 -139]
 [139 7.5 -129]]",[[1 0.5 -242]],[],[[237 0.5 -231]],[]
5696,"[[154 0.5 -119]
 [101 0.5 -117]
 [174 0.5 -149]]","[[105 17.5 -112]
 [154 17.5 -161]
 [76 17.5 -80]]",[[10 0.5 -21]],[],[[235 0.5 -230]],[]
5697,"[[79 0.5 -90]
 [94 0.5 -110]
 [150 0.5 -141]]","[[79 6.5 -138]
 [113 6.5 -130]
 [90 6.5 -87]
 [185 6.5 -218]]",[],[],[],[]
5698,"[[89 0.5 -160]
 [110 0.5 -160]]",[[106 5.5 -79]],[[9 0.5 -14]],[],[],[[242 1.5 -246]]
5699,"[[106 0.5 -91]
 [77 0.5 -170]]",[[92 10.5 -151]],[],[],[],[]
5700,"[[100 0.5 -141]
 [91 0.5 -138]
 [131 0.5 -95]
 [139 0.5 -102]]","[[103 5.5 -110]
 [165 5.5 -98]
 [158 5.5 -143]
 [211 5.5 -66]]",[],[],[],[]
5701,"[[103 0.5 -92]
 [174 0.5 -76]
 [161 0.5 -119]
 [95 0.5 -104]]","[[84 2.5 -172]
 [30 2.5 -42]]",[],[],[[216 0.5 -194]],[[247 1.5 -240]]
5702,"[[133 0.5 -144]
 [89 0.5 -136]
 [135 0.5 -144]]","[[147 1.5 -142]
 [139 1.5 -86]
 [129 1.5 -85]
 [63 1.5 -37]]",[],[],[],[]
5703,"[[142 0.5 -89]
 [147 0.5 -86]]","[[158 5.5 -104]
 [212 5.5 -223]]",[[2 0.5 -5]],[[248 1.0 -236]],[[26 0.5 -200]],[[6 1.5 -234]]
5704,"[[115 0.5 -148]
 [130 0.5 -137]]","[[115 19.5 -134]
 [101 19.5 -112]
 [25 19.5 -51]]",[],[],[],[]
5705,"[[154 0.5 -98]
 [81 0.5 -115]]","[[155 1.5 -127]
 [42 1.5 -223]]",[[60 0.5 -33]],[[8 1.0 -2]],[],[]
5706,"[[142 0.5 -158]
 [101 0.5 -134]]","[[84 11.5 -107]
 [76 11.5 -119]
 [149 11.5 -165]
 [69 11.5 -192]]",[],[[233 1.0 -248]],[],[[15 1.5 -16]]
5707,"[[110 0.5 -86]
 [173 0.5 -100]
 [92 0.5 -110]]","[[146 5.5 -157]
 [131 5.5 -84]]",[[11 0.5 -1]],[],[],[]
5708,"[[80 0.5 -121]
 [104 0.5 -103]
 [132 0.5 -156]]","[[89 14.5 -82]
 [85 14.5 -153]
 [187 14.5 -221]]",[],[],[],[]
5709,"[[122 0.5 -100]
 [164 0.5 -137]
 [131 0.5 -87]]",[[170 11.5 -114]],[],[],[],[]
5710,"[[139 0.5 -141]
 [110 0.5 -90]
 [110 0.5 -128]
 [101 0.5 -95]
 [62 0.5 -189]]","[[107 10.5 -169]
 [181 10.5 -212]]",[[229 0.5 -237]],[],[],[]
5711,"[[109 0.5 -143]
 [160 0.5 -139]
 [114 0.5 -162]
 [116 0.5 -87]]","[[155 2.5 -96]
 [170 2.5 -172]]",[[17 0.5 -20]],[],[[43 0.5 -205]],[]
5712,"[[83 0.5 -135]
 [86 0.5 -90]
 [134 0.5 -152]]","[[102 1.5 -87]
 [190 1.5 -69]]",[[179 0.5 -200]],[],[],[]
5713,"[[147 0.5 -136]
 [121 0.5 -133]]",[[168 2.5 -89]],[],[],[],[]
5714,"[[83 0.5 -104]
 [127 0.5 -137]
 [120 0.5 -168]
 [88 0.5 -112]]","[[88 16.5 -83]
 [54 16.5 -43]]",[],[],[],[[227 1.5 -235]]
5715,"[[142 0.5 -147]
 [161 0.5 -130]
 [138 0.5 -114]]","[[84 11.5 -155]
 [148 11.5 -159]
 [118 11.5 -164]
 [60 11.5 -184]]",[],[],[],[]
5716,"[[174 0.5 -168]
 [80 0.5 -137]
 [92 0.5 -101]]","[[114 11.5 -170]
 [117 11.5 -117]
 [131 11.5 -106]
 [211 11.5 -211]]",[],[],[],[]
5717,"[[78 0.5 -127]
 [146 0.5 -128]]","[[168 19.5 -88]
 [93 19.5 -170]
 [157 19.5 -99]]",[[237 0.5 -9]],[],[],[]
5718,"[[143 0.5 -92]
 [159 0.5 -172]]","[[93 0.5 -148]
 [101 0.5 -85]
 [185 0.5 -184]]",[],[],[],[]
5719,"[[90 0.5 -129]
 [110 0.5 -75]]","[[159 9.5 -138]
 [118 9.5 -162]
 [188 9.5 -35]]",[],[],[],[]
5720,"[[93 0.5 -170]
 [87 0.5 -150]
 [128 0.5 -173]]","[[149 17.5 -135]
 [199 17.5 -41]]",[[240 0.5 -233]],[[0 1.0 -11]],[[181 0.5 -196]],[]
5721,"[[104 0.5 -150]
 [158 0.5 -81]]",[[98 9.5 -162]],[],[],[],[]
5722,"[[98 0.5 -150]
 [84 0.5 -93]
 [95 0.5 -104]]","[[129 11.5 -166]
 [219 11.5 -187]]",[[239 0.5 -235]],[],[],[]
5723,"[[142 0.5 -148]
 [111 0.5 -102]
 [127 0.5 -156]]","[[94 3.5 -149]
 [198 3.5 -53]]",[],[],[],[]
5724,"[[109 0.5 -104]
 [138 0.5 -135]
 [101 0.5 -106]]","[[107 11.5 -137]
 [192 11.5 -43]]",[],[],[],[]
5725,"[[143 0.5 -83]
 [161 0.5 -111]
 [146 0.5 -145]
 [45 0.5 -56]]","[[96 10.5 -95]
 [130 10.5 -102]
 [145 10.5 -132]]",[],[[18 1.0 -12]],[[10 0.5 -231]],[]
5726,"[[163 0.5 -79]
 [110 0.5 -128]]","[[81 13.5 -78]
 [73 13.5 -182]]",[],[],[],[]
5727,"[[159 0.5 -82]
 [90 0.5 -134]
 [132 0.5 -103]]","[[146 18.5 -149]
 [213 18.5 -200]
 [3 18.5 -16]]",[],[],[],[[48 1.5 -37]]
5728,"[[161 0.5 -142]
 [95 0.5 -158]
 [85 0.5 -150]]","[[131 16.5 -139]
 [21 16.5 -249]]",[],[],[],[]
5729,"[[75 0.5 -78]
 [145 0.5 -84]
 [113 0.5 -134]]","[[95 4.5 -143]
 [183 4.5 -220]]",[],[],[],[]
5730,"[[86 0.5 -80]
 [129 0.5 -88]]","[[102 3.5 -110]
 [91 3.5 -123]
 [152 3.5 -127]
 [191 3.5 -59]]",[],[],[[1 0.5 -231]],[]
5731,"[[109 0.5 -100]
 [156 0.5 -96]]","[[167 15.5 -165]
 [44 15.5 -181]]",[[13 0.5 -243]],[],[],[]
5732,"[[172 0.5 -145]
 [99 0.5 -136]
 [180 0.5 -73]]","[[167 15.5 -103]
 [168 15.5 -168]]",[[22 0.5 -233]],[],[],[]
5733,"[[162 0.5 -114]
 [172 0.5 -133]
 [102 0.5 -87]
 [135 0.5 -95]]","[[160 2.5 -158]
 [117 2.5 -144]
 [141 2.5 -147]
 [52 2.5 -35]]",[[11 0.5 -233]],[],[],[]
5734,"[[94 0.5 -144]
 [146 0.5 -87]
 [89 0.5 -79]
 [193 0.5 -179]]",[[102 16.5 -96]],[[249 0.5 -10]],[],[],[]
5735,"[[95 0.5 -133]
 [119 0.5 -161]
 [154 0.5 -170]]","[[76 14.5 -135]
 [138 14.5 -132]
 [85 14.5 -118]
 [51 14.5 -185]]",[[236 0.5 -238]],[],[[176 0.5 -65]],[]
5736,"[[167 0.5 -123]
 [99 0.5 -106]
 [133 0.5 -137]]","[[134 11.5 -75]
 [101 11.5 -119]
 [47 11.5 -190]]",[],[],[],[]
5737,"[[117 0.5 -141]
 [157 0.5 -79]]","[[77 0.5 -80]
 [143 0.5 -131]]",[],[],[],[]
5738,"[[78 0.5 -158]
 [93 0.5 -138]
 [156 0.5 -76]]","[[168 11.5 -133]
 [95 11.5 -155]
 [102 11.5 -139]]",[],[],[],[]
5739,"[[151 0.5 -129]
 [172 0.5 -112]]",[[140 18.5 -128]],[],[],[],[]
5740,"[[80 0.5 -152]
 [110 0.5 -116]
 [27 0.5 -181]]","[[131 4.5 -138]
 [164 4.5 -81]]",[],[],[],[[226 1.5 -237]]
5741,"[[100 0.5 -142]
 [99 0.5 -99]]","[[83 10.5 -95]
 [101 10.5 -158]]",[[233 0.5 -11]],[],[],[[248 1.5 -7]]
5742,"[[170 0.5 -107]
 [83 0.5 -113]]","[[133 12.5 -137]
 [205 12.5 -63]]",[[245 0.5 -17]],[],[],[]
5743,"[[148 0.5 -141]
 [82 0.5 -153]
 [128 0.5 -113]]","[[167 17.5 -102]
 [77 17.5 -127]
 [163 17.5 -135]]",[[22 0.5 -16]],[],[],[]
5744,"[[99 0.5 -110]
 [107 0.5 -170]
 [75 0.5 -146]]","[[166 5.5 -132]
 [28 5.5 -42]]",[[11 0.5 -20]],[],[[189 0.5 -187]],[]
5745,"[[88 0.5 -168]
 [103 0.5 -163]]","[[164 4.5 -131]
 [164 4.5 -75]
 [212 4.5 -74]]",[],[],"[[177 0.5 -193]
 [230 0.5 -19]]",[]
5746,"[[157 0.5 -143]
 [91 0.5 -140]]","[[168 18.5 -129]
 [172 18.5 -111]]",[],[],[],[]
5747,"[[108 0.5 -157]
 [92 0.5 -172]
 [192 0.5 -45]]","[[113 16.5 -80]
 [155 16.5 -95]
 [151 16.5 -77]
 [51 16.5 -35]]","[[184 0.5 -194]
 [1 0.5 -21]]",[],[],[]
5748,"[[163 0.5 -123]
 [164 0.5 -116]]",[[76 9.5 -102]],[[58 0.5 -188]],[],[],[]
5749,"[[142 0.5 -135]
 [174 0.5 -169]]","[[174 19.5 -164]
 [91 19.5 -173]
 [47 19.5 -218]]",[],[],[[215 0.5 -210]],[]
5750,"[[141 0.5 -153]
 [111 0.5 -102]]",[[99 11.5 -149]],[],[],[],[]
5751,"[[133 0.5 -169]
 [104 0.5 -81]
 [119 0.5 -106]
 [135 0.5 -91]]","[[111 10.5 -167]
 [117 10.5 -109]
 [164 10.5 -134]
 [34 10.5 -35]]",[[233 0.5 -2]],[],[[223 0.5 -180]],[[230 1.5 -233]]
5752,"[[174 0.5 -103]
 [142 0.5 -95]
 [93 0.5 -152]]","[[127 19.5 -136]
 [188 19.5 -67]]",[],[],[],[[191 1.5 -191]]
5753,"[[92 0.5 -141]
 [79 0.5 -84]
 [147 0.5 -80]
 [104 0.5 -123]]",[[157 11.5 -150]],[[2 0.5 -11]],[],[[71 0.5 -214]],[]
5754,"[[103 0.5 -144]
 [102 0.5 -139]
 [129 0.5 -80]]","[[92 2.5 -133]
 [157 2.5 -107]]",[[204 0.5 -201]],[],[],[]
5755,"[[112 0.5 -81]
 [115 0.5 -107]
 [143 0.5 -75]]","[[88 12.5 -172]
 [128 12.5 -137]
 [67 12.5 -32]]",[],[],[],[[21 1.5 -227]]
5756,"[[82 0.5 -128]
 [97 0.5 -163]]","[[134 16.5 -110]
 [112 16.5 -170]
 [81 16.5 -97]]",[],[],[],[]
5757,"[[84 0.5 -75]
 [166 0.5 -115]
 [79 0.5 -96]]","[[104 17.5 -161]
 [188 17.5 -191]]",[],[],[],[]
5758,"[[163 0.5 -155]
 [138 0.5 -153]
 [87 0.5 -120]
 [133 0.5 -150]]",[[112 6.5 -105]],[],[[8 1.0 -23]],[],[]
5759,"[[76 0.5 -114]
 [98 0.5 -93]
 [94 0.5 -123]
 [163 0.5 -121]]",[[145 1.5 -138]],[],[],[],[]
5760,"[[95 0.5 -116]
 [88 0.5 -152]]","[[117 14.5 -81]
 [154 14.5 -78]
 [48 14.5 -201]]",[[1 0.5 -11]],[],[],[]
5761,"[[174 0.5 -148]
 [84 0.5 -141]
 [158 0.5 -110]]","[[88 5.5 -111]
 [216 5.5 -36]]",[[18 0.5 -238]],[],[],[]
5762,"[[138 0.5 -155]
 [96 0.5 -160]]","[[86 14.5 -151]
 [210 14.5 -30]]",[[234 0.5 -20]],[],[],[]
5763,"[[131 0.5 -96]
 [171 0.5 -162]
 [142 0.5 -140]
 [50 0.5 -204]]","[[85 3.5 -152]
 [146 3.5 -81]
 [113 3.5 -154]
 [53 3.5 -73]]",[[3 0.5 -243]],[],[],[]
5764,"[[82 0.5 -139]
 [94 0.5 -98]
 [73 0.5 -31]]","[[101 8.5 -135]
 [147 8.5 -91]]",[],[],[],[[241 1.5 -6]]
5765,"[[95 0.5 -114]
 [89 0.5 -105]
 [204 0.5 -50]]","[[142 6.5 -132]
 [178 6.5 -58]]",[],[],[],[]
5766,"[[128 0.5 -80]
 [163 0.5 -106]
 [136 0.5 -104]]","[[152 1.5 -77]
 [151 1.5 -90]
 [104 1.5 -123]]",[[16 0.5 -15]],[],[],[]
5767,"[[155 0.5 -119]
 [87 0.5 -81]
 [224 0.5 -222]]","[[112 16.5 -166]
 [202 16.5 -73]]",[[230 0.5 -241]],[],[],[]
5768,"[[107 0.5 -162]
 [98 0.5 -105]]","[[128 1.5 -92]
 [76 1.5 -133]
 [90 1.5 -104]
 [65 1.5 -66]]",[[1 0.5 -13]],[],[],[]
5769,"[[129 0.5 -133]
 [90 0.5 -141]
 [140 0.5 -164]
 [60 0.5 -63]]","[[158 10.5 -112]
 [81 10.5 -106]
 [143 10.5 -163]]",[],[],[[214 0.5 -31]],[]
5770,"[[120 0.5 -123]
 [150 0.5 -134]]","[[102 17.5 -87]
 [155 17.5 -108]
 [132 17.5 -88]]",[],[],[],[]
5771,"[[113 0.5 -78]
 [85 0.5 -171]]",[[131 8.5 -123]],[],[],[],[]
5772,"[[137 0.5 -148]
 [121 0.5 -105]
 [98 0.5 -106]]","[[133 3.5 -152]
 [129 3.5 -84]
 [92 3.5 -115]]",[],[],[],[]
5773,"[[174 0.5 -172]
 [160 0.5 -132]]","[[160 15.5 -127]
 [136 15.5 -151]
 [76 15.5 -165]
 [55 15.5 -177]]",[],[],[],[]
5774,"[[80 0.5 -141]
 [89 0.5 -85]
 [116 0.5 -121]]","[[108 17.5 -151]
 [147 17.5 -153]
 [190 17.5 -73]
 [0 17.5 -240]]",[],[],[],[]
5775,"[[144 0.5 -119]
 [82 0.5 -76]
 [152 0.5 -127]]",[[123 16.5 -112]],[],[],[],[]
5776,"[[138 0.5 -116]
 [102 0.5 -95]
 [127 0.5 -76]]","[[91 9.5 -86]
 [114 9.5 -168]
 [219 9.5 -56]]",[],[],[[4 0.5 -18]],[]
5777,"[[90 0.5 -152]
 [94 0.5 -118]
 [127 0.5 -168]]","[[141 1.5 -172]
 [177 1.5 -47]]",[],[],[],[]
5778,"[[130 0.5 -145]
 [88 0.5 -134]
 [136 0.5 -84]]",[[91 2.5 -105]],[[8 0.5 -231]],[],[],[[235 1.5 -229]]
5779,"[[81 0.5 -117]
 [98 0.5 -120]
 [174 0.5 -132]]","[[127 8.5 -122]
 [154 8.5 -134]
 [189 8.5 -176]]",[],[[6 1.0 -8]],[],[[47 1.5 -34]]
5780,"[[134 0.5 -76]
 [108 0.5 -167]]","[[102 4.5 -76]
 [100 4.5 -86]
 [123 4.5 -91]
 [26 4.5 -39]]",[[13 0.5 -24]],[],[],[]
